,Rating,Roaster,Roaster Location,Roast,Name,Coffee Origin,Aroma,Body,Flavor,Acidity/Structure,Aftertaste,Agtron,Agtron scale,euro,euro/gr,Review Date,lat,lon,display_name
791,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Refisa Ethiopia,"Nensebo Woreda, Sidama, Ethiopia",9.0,8.0,9.0,9.0,8.0,58.0,80.0,14.28,0.041463414634146344,December 2019,43.646067,-108.212043,"Thermopolis, Hot Springs County, Wyoming, 82443, United States"
792,92.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,La Lindura Colombia,"Dolores, Tolima Department, Colombia",9.0,8.0,9.0,8.0,8.0,54.0,72.0,13.77,0.039982578397212545,December 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
793,91.0,San Francisco Bay Coffee,"Lincoln, California",Medium,Butare Huye of Rwanda,Rwanda,9.0,8.0,9.0,8.0,7.0,50.0,64.0,15.291499999999997,0.044400406504065036,December 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
794,90.0,San Francisco Bay Coffee,"Lincoln, California",Medium,La Finca Medina of Guatemala,Guatemala,9.0,8.0,8.0,8.0,7.0,47.0,63.0,15.291499999999997,0.044400406504065036,December 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
795,88.0,San Francisco Bay Coffee,"Lincoln, California",Medium,Peaberry Blend,Kona; Panama; Mexico,8.0,8.0,8.0,7.0,7.0,45.0,65.0,15.291499999999997,0.044400406504065036,December 2019,25.072134249999998,121.67991896754117,"保長國小, 553, 大同路三段, 保安里, 汐止區, 新北市, 22173, 臺灣"
797,94.0,Highwire Coffee Roasters,"Emeryville, California",Medium,2019 Celebration,Kenya; Guatemala,9.0,9.0,9.0,9.0,8.0,47.0,67.0,15.9375,0.046276132404181186,December 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
800,92.0,Wonderstate Coffee,"Driftless, Wisconsin",Medium-Light,Winter Solstice Blend,Peru,8.0,9.0,9.0,8.0,8.0,53.0,71.0,12.75,0.03702090592334495,December 2019,39.049011,-95.677556,"Topeka, Shawnee County, Kansas, United States"
801,92.0,Temple Coffee Roasters,"Sacramento, California",Medium,Festivity Blend,Ethiopia; Guatemala,9.0,8.0,9.0,8.0,8.0,48.0,62.0,15.299999999999999,0.04442508710801394,December 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
803,92.0,Modern Times Coffee,"San Diego, California",Medium-Light,Invincible Sun God,Kenya; Ethiopia; Brazil,9.0,8.0,9.0,8.0,8.0,48.0,84.0,13.6,0.03948896631823461,December 2019,24.163162,120.6478282,"臺中市, 臺灣"
804,91.0,Open Seas Coffee,"Stevensville, Maryland",Medium-Light,Wonderland Winter Solstice Holiday Blend,Nicaragua; Ethiopia,8.0,8.0,9.0,8.0,8.0,60.0,76.0,12.9625,0.05645688153310105,December 2019,39.1014537,-84.5124602,"Cincinnati, Hamilton County, Ohio, United States"
805,86.0,Peet's Coffee,"Berkeley, California",Dark,Dark Roast Holiday Blend,Sumatra; Panama; Kenya,8.0,7.0,8.0,7.0,6.0,36.0,44.0,15.299999999999999,0.03331881533101045,December 2019,46.7729322,-92.1251218,"Duluth, Saint Louis County, Minnesota, United States"
806,95.0,Quartet Kaffe,"Taipei, Taiwan",Medium-Light,Kenya Kiandu Peaberry,"Nyeri growing region, south-central Kenya",9.0,9.0,9.0,9.0,9.0,56.0,74.0,17.099999999999998,0.08549999999999999,December 2019,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
807,93.0,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",Medium-Light,Ethiopia Idido Wegida,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,8.0,8.0,58.0,76.0,16.9575,0.04923780487804878,December 2019,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
809,93.0,Quartet Kaffe,"Taipei, Taiwan",Medium-Light,Ethiopia Herfusa Single Variety Natural,"Yirgacheffe growing region, southern Ethiopia",9.0,8.0,9.0,9.0,8.0,60.0,78.0,15.0,0.075,December 2019,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
810,93.0,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",Medium-Light,Mbeguka Kenya,"Kibugu Village, Embu County, Kenya",9.0,8.0,9.0,9.0,8.0,54.0,74.0,16.9575,0.04923780487804878,December 2019,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
811,92.0,Big Shoulders Coffee,"Chicago, Illinois",Medium-Light,Guatemala La Folie,"Antigua, Guatemala",8.0,9.0,9.0,8.0,8.0,58.0,74.0,17.849999999999998,0.051829268292682924,December 2019,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
812,91.0,MK Coffee Roasters,"Taipei, Taiwan",Medium,Ethiopia Yirgacheffe Washed,"Yirgacheffe growing region, southern Ethiopia",9.0,8.0,9.0,8.0,7.0,51.0,69.0,13.5,0.06,December 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
813,90.0,Big Shoulders Coffee,"Chicago, Illinois",Medium-Light,Costa Rica Farmer’s Project,Costa Rica,9.0,8.0,8.0,8.0,7.0,54.0,74.0,15.299999999999999,0.04442508710801394,December 2019,40.0149856,-105.270545,"Boulder, Boulder County, Colorado, United States"
814,90.0,Wheelys Cafe Taiwan,"Taoyuan, Taiwan",Medium-Dark,Organic Unicorn Espresso Blend,Indonesia; Ethiopia; Colombia; Honduras,8.0,8.0,8.0,,7.0,40.0,54.0,13.5,0.054,December 2019,34.0194704,-118.491227,"Santa Monica, Los Angeles County, California, United States"
815,90.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Guatemala Concepción Buena Vista,"Chimaltenango, Guatemala",8.0,8.0,8.0,8.0,8.0,59.0,77.0,14.407499999999999,0.04183362369337979,December 2019,34.0181557,-84.190196,"Johns Creek, Fulton County, Georgia, United States"
816,93.0,Chez Cafe,"Taipei City, Taiwan",Medium-Light,Ethiopia Yirgacheffe Aricha G1,"Yirgacheffe growing region, southern Ethiopia",9.0,8.0,9.0,9.0,8.0,57.0,77.0,9.0,0.045,December 2019,30.2711286,-97.7436995,"Austin, Travis County, Texas, United States"
817,93.0,Klatch Coffee,Los Angeles,Light,El Salvador Las Mercedes Pacamara Honey,"Cerro El Tigre, El Salvador",9.0,9.0,9.0,8.0,8.0,60.0,82.0,14.407499999999999,0.04183362369337979,December 2019,40.7215682,-74.047455,"Jersey City, Hudson County, New Jersey, United States"
818,96.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium,Sumatra Raja Harimau Lintong Espresso,"Lintong growing region, northern Sumatra, Indonesia",9.0,9.0,10.0,,8.0,44.0,61.0,8.25,0.03593205574912892,November 2019,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
819,94.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Panama Esmeralda Geisha Portón Oro Yeast,"Alto Quiel, Panama",9.0,9.0,9.0,9.0,8.0,59.0,77.0,59.4575,0.34528164924506394,November 2019,42.3073477,-73.2504911,"Lee, Berkshire County, Massachusetts, 01260, United States"
820,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium,Kenya Kiambu Peaberry Uklili 1904 Lot,"Kiambu growing region, south-central Kenya",9.0,9.0,9.0,9.0,8.0,50.0,68.0,9.0,0.03919860627177701,November 2019,24.7519538,121.7533344,"宜蘭市, 宜蘭縣, 臺灣"
821,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Kenya Kiambu AB Uklili 1903 Lot,"Kiambu growing region, south-central Kenya",9.0,9.0,9.0,9.0,8.0,52.0,70.0,9.0,0.03919860627177701,November 2019,16.204996700000002,-97.12057884728105,"San Juan Lachao, Oaxaca, México"
822,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,"Kochere, Yirgacheffe growing region, south-central Ethiopia",9.0,9.0,9.0,9.0,8.0,56.0,78.0,9.0,0.03919860627177701,November 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
823,95.0,Red Rooster Coffee Roaster,"Floyd, Virginia",Medium-Light,Ethiopia Nansebo Worka,"Yirgacheffe, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,56.0,74.0,17.8415,0.051804587688734034,November 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
824,97.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Panama Elida Geisha Natural 1029,"Boquete growing region, western Panama",10.0,9.0,10.0,9.0,9.0,54.0,74.0,85.0,4.722222222222222,November 2019,24.177254599999998,120.97919633253537,"博愛國小, 東關路一段, 博愛里, 和平區, 臺中市, 42444, 臺灣"
825,97.0,Plat Coffee Roastery,"Hong Kong, China",Medium,Port of Mokha Yemen JSP,"Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen",10.0,9.0,10.0,9.0,9.0,44.0,58.0,51.0,0.51,November 2019,24.177254599999998,120.97919633253537,"博愛國小, 東關路一段, 博愛里, 和平區, 臺中市, 42444, 臺灣"
826,95.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Panama Elida Natural Catuai,"Alto Quiel, Panama",9.0,9.0,9.0,9.0,9.0,58.0,78.0,18.6575,0.05417392566782811,November 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
827,95.0,Small Eyes Cafe,"Yilan, Taiwan",Medium-Light,Cate Natural G5,"Jimma growing region, southern Ethiopia",9.0,9.0,9.0,,9.0,52.0,70.0,6.0,0.03,November 2019,42.3073477,-73.2504911,"Lee, Berkshire County, Massachusetts, 01260, United States"
828,93.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,8.0,8.0,56.0,74.0,15.257499999999999,0.044301684088269455,November 2019,34.0181557,-84.190196,"Johns Creek, Fulton County, Georgia, United States"
829,93.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Kenya Nyeri Othaya Gura AA,"Nyeri growing region, south-central Kenya",9.0,8.0,9.0,9.0,8.0,58.0,78.0,17.807499999999997,0.05170586527293844,November 2019,35.2272086,-80.8430827,"Charlotte, Mecklenburg County, North Carolina, United States"
830,91.0,Q Burger,"New Taipei City, Taiwan",Medium,Signature Blend,Ethiopia; Sumatra; Colombia; Brazil; Guatemala,8.0,8.0,9.0,8.0,8.0,52.0,68.0,8.4,0.018502202643171806,November 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
831,93.0,Blues Brew Coffee,"Taipei, Taiwan",Medium-Light,Ethiopia Konga Natural,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,8.0,8.0,58.0,76.0,13.5,0.06,November 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
832,93.0,Temple Coffee Roasters,"Sacramento, California",Medium,Kenya Ndaroini,"yeri growing region, south-central Kenya",9.0,8.0,9.0,9.0,8.0,51.0,67.0,20.825,0.06046747967479675,November 2019,32.7174202,-117.1627728,"San Diego, San Diego County, California, United States"
833,96.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Harimau Tiger Sumatra,"Mandheling growing region, northern Sumatra, Indonesia",9.0,9.0,10.0,9.0,9.0,52.0,70.0,14.62,0.04245063879210221,November 2019,25.0375198,121.5636796,"臺北市, 臺灣"
834,94.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Gachami Kenya,"Kirinyaga District, south-central Kenya",9.0,9.0,9.0,9.0,8.0,56.0,72.0,16.32,0.047386759581881537,November 2019,25.0375198,121.5636796,"臺北市, 臺灣"
835,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium,Twisted V.5,South America; Central America; Africa,9.0,8.0,9.0,,8.0,50.0,68.0,13.3875,0.038871951219512195,November 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
836,90.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Finca Santa Isabel Guatemala,"Santa Rosa growing region, Guatemala",8.0,8.0,8.0,8.0,8.0,55.0,73.0,14.364999999999998,0.041710220673635306,November 2019,25.0375198,121.5636796,"臺北市, 臺灣"
837,95.0,Simon Hsieh’s Aroma Roast Coffees,"Taoyuan City, Taiwan",Medium,Ethiopia Natural “Phoenix”,Ethiopia,9.0,9.0,9.0,,9.0,44.0,60.0,0.03,0.00013066202090592334,November 2019,24.7519538,121.7533344,"宜蘭市, 宜蘭縣, 臺灣"
838,95.0,Simon Hsieh’s Aroma Roast Coffees,"Taoyuan City, Taiwan",Medium-Dark,Costa Rica SL-28 Yellow Honey Espresso,"Central Valley, Costa Rica",9.0,8.0,10.0,,8.0,38.0,46.0,0.03,0.00013066202090592334,November 2019,43.0020107,-75.9768632,"Town of Manlius, Onondaga County, New York, United States"
839,93.0,Simon Hsieh’s Aroma Roast Coffees,"Taoyuan City, Taiwan",Medium-Dark,Burundi Washed “Crystal”,"Buyenzi, Katanga, Burundi",9.0,9.0,9.0,,8.0,43.0,50.0,27.0,0.11759581881533102,November 2019,43.0020107,-75.9768632,"Town of Manlius, Onondaga County, New York, United States"
840,93.0,Simon Hsieh’s Aroma Roast Coffees,"Taoyuan City, Taiwan",Medium-Dark,Ethiopia Natural Gedeb Violent Andromeda,"Gedeb District, Gedeo Zone, southern Ethiopia",9.0,8.0,9.0,,8.0,40.0,49.0,0.03,0.00013066202090592334,November 2019,43.0020107,-75.9768632,"Town of Manlius, Onondaga County, New York, United States"
841,97.0,Dragonfly Coffee Roasters,"Boulder, Colorado",Medium-Light,Washed Geisha Hacienda La Esmeralda Jaramillo Special,"Boquete growing region, Panama",10.0,9.0,10.0,10.0,8.0,56.0,76.0,106.25,0.9255226480836237,November 2019,41.1579008,-80.0886631,"Grove City, Mercer County, Pennsylvania, United States"
842,93.0,Evie's Cafe,"Chia-Yi City, Taiwan",Medium,Espresso Blend Classic No. 1,Indonesia; El Salvador,9.0,8.0,9.0,,8.0,47.0,67.0,21.0,0.04573170731707317,November 2019,41.8755616,-87.6244212,"Chicago, Cook County, Illinois, United States"
844,96.0,Willoughby's Coffee & Tea,"Branford, Connecticut",Medium-Light,Panama Perci Geisha Natural,"Volcan, Panama",10.0,9.0,10.0,8.0,9.0,52.0,72.0,51.0,0.2221254355400697,November 2019,42.9464737,-71.5159015,"Bedford, Hillsborough County, New Hampshire, 03110, United States"
846,93.0,Collage Coffee,"Grove City, Pennsylvania",Medium-Light,Cordillera del Fuego Costa Rica Anaerobic,"Tarrazu, Costa Rica",9.0,8.0,9.0,8.0,9.0,55.0,76.0,12.75,0.04442508710801394,November 2019,48.7172272,21.2496774,"Košice, Košický kraj, Východné Slovensko, Slovensko"
847,93.0,Dory Coffee Roasters,"Taipei, Taiwan",Medium-Light,Ethiopia Anaerobic,"Sidamo (also Sidama), Ethiopia",9.0,9.0,9.0,8.0,8.0,56.0,74.0,15.0,0.06521739130434782,November 2019,37.8314089,-122.2865266,"Emeryville, Alameda County, California, 94608, United States"
848,93.0,Manzanita Roasting Company,"San Diego, California",Light,Costa Rica Anaerobic,"Tarrazu, Costa Rica",9.0,9.0,9.0,8.0,8.0,64.0,88.0,15.299999999999999,0.04442508710801394,November 2019,30.3466423,-86.2307992,"Santa Rosa Beach, Walton County, Florida, 32459, United States"
849,92.0,Lucky Cafe,"Zhongli, Taiwan",Medium-Light,Colombia Finca El Paraiso Double Anaerobic Geisha,"Cauca, Colombia",9.0,9.0,9.0,7.0,8.0,57.0,76.0,24.0,0.24,November 2019,44.9032959,-94.1955334,"Silver Lake, McLeod County, Minnesota, United States"
850,92.0,Small Eyes Cafe,"Yilan, Taiwan",Medium-Light,Ethiopia Yirgacheffe Adorsi,"Yirgacheffe, southern Ethiopia",9.0,9.0,9.0,8.0,7.0,56.0,78.0,36.0,0.18,November 2019,40.0149856,-105.270545,"Boulder, Boulder County, Colorado, United States"
851,93.0,Coffeebar,"Truckee, California",Medium-Light,Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,"Jimma Zone, Oromia State, Ethiopia",9.0,8.0,9.0,9.0,8.0,60.0,81.0,17.0,0.04936120789779327,November 2019,36.9157056,-80.3876889,"Floyd County, Virginia, United States"
852,93.0,Old Soul Co.,"Sacramento, California",Medium,Colombia Monteblanco Gesha Cold Fermentation,"Palestina region, Huila Department, Colombia",9.0,9.0,9.0,8.0,8.0,52.0,68.0,34.0,0.1480836236933798,November 2019,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
853,93.0,94 Fresh Coffee,"Kaohsiung City, Taiwan",Medium,Costa Rica Brunca Finca Vista Passion Honey,"Brunca, Costa Rica",9.0,9.0,9.0,8.0,8.0,50.0,68.0,12.0,0.05286343612334802,November 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
854,93.0,Hsus Cafe,"Taoyuan, Taiwan",Medium,Estate Grade House Blend Espresso,Central America; South America; Africa,9.0,8.0,9.0,,8.0,42.0,60.0,9.0,0.03919860627177701,November 2019,24.8066333,120.9686833,"新竹市, 臺灣"
855,93.0,Lexington Coffee Roasters,"Lexington, Virginia",Medium-Light,Chania Kenya,"Thika Plateau, Central Highlands, Kenya",9.0,9.0,9.0,9.0,7.0,56.0,75.0,20.357499999999998,0.05911004645760743,October 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
856,93.0,Temple Coffee Roasters,"Sacramento, California",Medium-Light,Kenya Kibirigwi Thunguri,"Kirinyaga District, south-central Kenya",9.0,8.0,9.0,9.0,8.0,58.0,76.0,18.7,0.054297328687572595,October 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
857,98.0,Dragonfly Coffee Roasters,"Boulder, Colorado",Medium-Light,Elida Estate Geisha Green-Tip Natural,"Boquete growing region, western Panama",10.0,9.0,10.0,10.0,9.0,54.0,78.0,85.0,4.0476190476190474,October 2019,33.1580933,-117.3505966,"Carlsbad, San Diego County, California, United States"
858,95.0,Green Stone Coffee,"Taipei, Taiwan",Medium,Washed Kenya,"Muranga County, South-Central Kenya",9.0,9.0,9.0,9.0,9.0,47.0,67.0,16.5,0.07333333333333333,October 2019,22.3116452,114.1767885,"九龍 Kowloon, 香港 Hong Kong, 999077, 中国"
859,93.0,Paradise Roasters,"Minneapolis, MInnesota",Medium-Light,Coffea Diversa Bourbon Rey Jamaica,Jamaica,9.0,9.0,9.0,8.0,8.0,53.0,71.0,33.9575,0.1478985191637631,October 2019,22.3116452,114.1767885,"九龍 Kowloon, 香港 Hong Kong, 999077, 中国"
860,93.0,Paradise Roasters,"Minneapolis, MInnesota",Medium-Light,Coffea Diversa Bourbon Rey Guatemala,Guatemala,9.0,8.0,9.0,9.0,8.0,54.0,68.0,33.9575,0.1478985191637631,October 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
861,91.0,Baba Java Coffee,"Hoover, Alabama",Light,Colombia Huila,"Huila Department, Colombia",8.0,8.0,9.0,8.0,8.0,63.0,79.0,15.299999999999999,0.04442508710801394,October 2019,32.7174202,-117.1627728,"San Diego, San Diego County, California, United States"
862,96.0,Campos Coffee,"Newtown, Sydney, Australia",Medium-Light,Panama Hacienda La Esmeralda Super Mario Geisha,"Boquete growing region, western Panama",9.0,9.0,10.0,9.0,9.0,54.0,78.0,11.16,0.62,October 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
863,91.0,Cafe Grumpy,"Brooklyn, New York",Medium-Light,Tablon La Cima,"Santa Ana region, El Salvador",8.0,8.0,9.0,8.0,8.0,58.0,74.0,17.0,0.04936120789779327,October 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
864,92.0,South Slope Coffee Roasters,"Asheville, North Carolina",Medium-Light,Nicaragua Finca Idealista,"Matagalpa growing region, Nicaragua",9.0,8.0,9.0,8.0,8.0,54.0,68.0,15.299999999999999,0.04442508710801394,October 2019,32.7174202,-117.1627728,"San Diego, San Diego County, California, United States"
865,92.0,Souvenir Coffee,"Berkeley, California",Medium-Light,Ethiopia Guji Gerbicho Natural,"Guji Zone, southern Ethiopia",9.0,8.0,9.0,8.0,8.0,54.0,76.0,13.6,0.03948896631823461,October 2019,32.7174202,-117.1627728,"San Diego, San Diego County, California, United States"
866,91.0,Foggy Hills Coffee Company,"Berkeley, California",Medium-Light,Guatemala San Cristobal,"San Cristobal, Cobán, Alta Verapaz, Guatemala",8.0,8.0,9.0,8.0,8.0,52.0,70.0,11.475,0.04997822299651568,October 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
867,91.0,SkyTop Coffee,"Manlius, New York",Medium,Peru Paltachayoc,"Cusco Department, La Convención Province, Santa Teresa District, Peru",8.0,8.0,9.0,8.0,8.0,47.0,64.0,12.75,0.03702090592334495,October 2019,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
868,93.0,Coffeebar,"Truckee, California",Medium-Light,Ethiopia Sidama Naia Bomb Natural Vertical Reserve,"Jimma Zone, Oromia State, Ethiopia",9.0,8.0,9.0,9.0,8.0,59.0,77.0,17.0,0.04936120789779327,October 2019,30.3466423,-86.2307992,"Santa Rosa Beach, Walton County, Florida, 32459, United States"
869,93.0,Looking Homeward Coffee,"Seattle, Washington",Medium-Light,Hernan Zuniga Ecuador,"Pichincha Province, north-central Ecuador",9.0,8.0,9.0,9.0,8.0,53.0,71.0,12.75,0.051,October 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
870,93.0,Pedestrian Coffee,"Lake Forest, Illinois",Medium-Light,Ethiopia Guji Uraga,"Guji Zone, southern Ethiopia",9.0,9.0,9.0,8.0,8.0,58.0,76.0,12.75,0.04442508710801394,October 2019,37.9735346,-122.5310874,"San Rafael, Marin County, California, United States"
871,94.0,Stereo Coffee Roasters,"Toronto, Ontario, Canada",Medium-Light,Kenya Gakundu FCS Kamviu Wet Mill,"Embu County, Eastern Province, Kenya",9.0,9.0,9.0,9.0,8.0,56.0,78.0,2.31,0.0067073170731707325,October 2019,19.557849,-155.105667,"Mountain View, Mountain View CDP, Hawaiʻi County, Hawaii, 96771, United States"
872,92.0,Tehmag Foods Corporation,"New Taipei City, Taiwan",Medium-Dark,TMC SB Blend Espresso,Brazil; Guatemala,9.0,8.0,8.0,,8.0,39.0,57.0,11.4,0.025110132158590308,October 2019,19.557849,-155.105667,"Mountain View, Mountain View CDP, Hawaiʻi County, Hawaii, 96771, United States"
873,94.0,Coava Coffee Roasters,"Portland, Oregon",Medium-Light,Rukira Kenya,"Nyeri growing region, south-central Kenya",9.0,9.0,9.0,9.0,8.0,58.0,80.0,12.75,0.051,October 2019,25.0375198,121.5636796,"臺北市, 臺灣"
874,92.0,Coava Coffee Roasters,"Portland, Oregon",Light,Nayo Ovalle Guatemala,"La Libertad, Huehuetenango, Guatemala",9.0,8.0,9.0,8.0,8.0,69.0,78.0,12.325,0.035786875725900114,October 2019,20.763395,-156.44639965521395,"Kihei, Maui County, Hawaii, United States"
875,95.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Gesha Village Lot #85 Natural,"Bench-Maji Zone, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,54.0,72.0,33.9575,0.1478985191637631,October 2019,19.2024436,-155.4773466,"Pahala CDP, Hawaiʻi County, Hawaii, 96777, United States"
876,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Ethiopia Natural Yirgacheffe Banko Gotiti,"Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia",9.0,9.0,9.0,9.0,8.0,52.0,70.0,9.75,0.042465156794425085,October 2019,29.9759983,-90.0782127,"New Orleans, Orleans Parish, Louisiana, United States"
877,93.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium,Guatemala Washed Finca El General Pache M-Plus Espresso,"Acatenango growing region, Guatemala",9.0,8.0,9.0,,8.0,50.0,68.0,7.5,0.03266550522648084,October 2019,19.517728,-155.921402,"Kealakekua, Hawaiʻi County, Hawaii, 96750, United States"
878,92.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Guatemala Washed Finca El General Pache,"Acatenango growing region, Guatemala",9.0,8.0,9.0,8.0,8.0,57.0,76.0,7.5,0.03266550522648084,October 2019,31.2323437,121.4691024,"上海市, 黄浦区, 200001, 中国"
879,92.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium,Guatemala Washed Finca El General Lot Summer End Espresso,"Acatenango growing region, central Guatemala",8.0,8.0,9.0,,8.0,52.0,69.0,6.0,0.02613240418118467,October 2019,38.8915741,-121.29318,"Lincoln, Placer County, California, 95648, United States"
880,92.0,Durango Coffee Company,"Durango, Colorado",Medium,Colombia La Esperanza Natural XO,"Valle de Cauca, Colombia",9.0,8.0,9.0,8.0,8.0,50.0,64.0,16.9575,0.07385670731707317,October 2019,47.6038321,-122.330062,"Seattle, King County, Washington, United States"
881,94.0,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan",Dark,Indonesia Sumatra Gayo Espresso,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",9.0,9.0,9.0,,8.0,36.0,44.0,36.0,0.07839721254355402,October 2019,32.3086744,-90.1983063,"Jackson, Hinds County, Mississippi, United States"
882,94.0,Branch Street Coffee Roasters,"Youngstown, Ohio",Medium-Light,Ethiopia Limu Nano Challa Lot #10,"Jimma Zone, Oromia State, Ethiopia",9.0,9.0,9.0,9.0,8.0,54.0,74.0,13.8125,0.04812717770034843,September 2019,24.9929995,121.3010003,"桃園市, 臺灣"
884,96.0,Bird Rock Coffee Roasters,"San Diego, California",Medium,Geisha XO,"Valle de Cauca, Colombia",9.0,9.0,10.0,9.0,9.0,54.0,62.0,51.0,0.2221254355400697,September 2019,33.350376499999996,-86.83440279644964,"Hoover, Jefferson County, Alabama, United States"
885,96.0,Klatch Coffee,"Los Angeles, California",Medium-Light,Colombia Finca La Maria Geisha Natural,"La Mesa, Cundinamarca, Colombia",9.0,9.0,10.0,9.0,9.0,57.0,74.0,46.7075,0.27123983739837404,September 2019,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
886,96.0,Kakalove Café,"Chia-Yi, Taiwan",Medium-Light,Panama Finca Kalithea Natural Geisha,"Chiriqui growing region, Panama",9.0,9.0,10.0,9.0,9.0,55.0,79.0,22.5,0.19599303135888502,September 2019,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
887,95.0,Dragonfly Coffee Roasters,"Boulder, Colorado",Medium-Light,Panama Hacienda La Esmeralda Super Mario 6 Geisha,"Boquete growing region, western Panama",9.0,9.0,9.0,9.0,9.0,51.0,71.0,51.0,0.2221254355400697,September 2019,46.5927425,-112.036277,"Helena, Lewis and Clark County, Montana, United States"
888,94.0,Caffe Luxxe,"Santa Monica, California",Medium-Light,Panama Geisha Alto Jaramillo,"Alto Jaramillo, Boquete growing region, western Panama",9.0,9.0,9.0,9.0,8.0,53.0,71.0,34.0,0.2961672473867596,September 2019,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
